iter	Logloss
407	0.006798632183
408	0.006789216511
409	0.006775993073
410	0.006768792657
411	0.006758597946
412	0.006736658444
413	0.00673665418
414	0.006730048303
415	0.006711335227
416	0.006706369493
417	0.006706361989
418	0.006692030348
419	0.006692037122
420	0.006677985653
421	0.006674125765
422	0.006655160107
423	0.006638366168
424	0.00662865383
425	0.00661179969
426	0.006604864438
427	0.006581870439
428	0.006568717271
429	0.00656872312
430	0.006550067186
431	0.006545796306
432	0.006530377795
433	0.006522975375
434	0.006517414022
435	0.006511984388
436	0.006502264757
437	0.006473245239
438	0.006469800271
439	0.0064635661
440	0.006460912991
441	0.006460888235
442	0.006455975604
443	0.006440317709
444	0.006439087213
445	0.006431544377
446	0.006431547435
447	0.006415095985
448	0.006412052922
449	0.006412046036
450	0.006406590075
451	0.006392831947
452	0.006379590331
453	0.006373131924
454	0.006373117098
455	0.006367149535
456	0.006346596192
457	0.006338402012
458	0.006334162409
459	0.00632357285
460	0.006316803218
461	0.00630492961
462	0.00630492961
463	0.006295851028
464	0.006295837983
465	0.006281114438
466	0.006281089163
467	0.006269425541
468	0.006269420673
469	0.006258661567
470	0.006247262743
471	0.006237402822
472	0.00623047346
473	0.006230457204
474	0.006225944022
475	0.006220802906
476	0.006220828545
477	0.006220815151
478	0.006193854848
479	0.006183895117
480	0.00616930576
481	0.006160075962
482	0.006160071305
483	0.006155023645
484	0.006143828017
485	0.006143819573
486	0.006143819573
487	0.00614381221
488	0.006143814566
489	0.006143814566
490	0.006143805421
491	0.006098301085
492	0.006093104383
493	0.006067631255
494	0.006061676624
495	0.006061678812
496	0.006057944052
497	0.006057944052
498	0.006053688558
499	0.006046803561
500	0.0060467937
501	0.006043350641
502	0.006043348621
503	0.00604335339
504	0.006043361399
505	0.006039783983
506	0.006039783983
